Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I wish you would be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I'm tired of listening to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Just shut up, okay?	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I'm sick and tired of listening to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I'm not interested in what you're saying	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I'm not interested in what you have to say	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I'm done listening to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I wish you would shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
It's time for you to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Not a peep from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please just shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Oh, shush you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Not another word out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I've had enough of your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Not another word	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Just shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
No talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
No more!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
No more talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
No more out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
No more from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Let's play the silent game	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I told you, shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Not another word from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I can't take your talking anymore	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I can't take your talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I can't take another word out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Hush, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Hush up your mouth	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Hush up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I wish you would just go away.	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't have time to listen to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Enough with your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Enough with your chatter	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Enough already	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Did you hear me? I said be quiet!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Can you be quiet?	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Be quiet, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Hush little baby	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear anything more	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I told you, hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I told you to shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I told you to hush up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I told you to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I said, shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I said, enough	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't have time for your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear anything you have to say	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't have time to listen to what you have to say	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear anything from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear any more out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear any more from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear another word out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear another word	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I don't want to hear a peep from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I said hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time for you to shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time to shut up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time to shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time to hush up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time to hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please say your done now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you please go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time for you to hush up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time for you to hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time for you to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
That's enough out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
That's enough from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
That's enough	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Time to be quiet now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Zip it!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
You can stop talking now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
You can shut up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
You can just shut up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
You can just be quiet now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
You can hush up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you please be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you please zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you please stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you please shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you please shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you please hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Will you zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Quiet, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Talk to the hand	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut up already	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shhh	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut up your mouth	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Read my lips: be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut up, please	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Quiet time	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Put a sock in it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Put a cork in it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Zip it, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Read my lips: zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Silence is golden	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Please shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop with the noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop talking, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop it with the noise already	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop flapping your jaw	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut up your face	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Silence!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop your talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut your yap	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut your trap	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut your pie hole	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut your mouth	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut your face	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut up, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Shut up, will ya	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
Stop all your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	38
I would really enjoy hearing you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Aren't you going to sing a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Don't you want to sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Go ahead and sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Have you ever sung a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Hum a tune	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Hum a tune for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I need to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I would appreciate if you sang a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I would just love to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I would love for you to sing to me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Do you sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I would love to hear your singing voice	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Do you know how to sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I would really enjoy hearing you sing a pretty song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I would sure enjoy hearing you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I'd love a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I'd love it if you'd sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I'd love to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I'd love you to sing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
It's time for you to sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
It's time for you to sing a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
May I please hear your singing voice?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Oh please sing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
I would love to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Aren't you going to sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Aren't you going to sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Aren't you going to sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can I hear your singing voice?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you please sing a song to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you please sing me a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing a little song for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing a little song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing a song for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing a song to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Don’t you want to sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing a tune?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing a song to me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing me a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing me something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing something for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Come on sing a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Do you ever sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Do you know any songs?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Do you know any tunes?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Do you know how to hum a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Can you sing a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you sing me a ditty?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing a tune for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing me a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing me something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing with me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you please sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you please sing me a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Will you serenade me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you sing me a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you sing something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you sing with me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Would you like sing a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Would you like to sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Would you like to sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Would you sing a song for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Would you sing a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
You better start singing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
You better start singing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Won't you sing a song for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
What do you like to sing best?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
You better start singing to me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing a tune	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing me a little ditty	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing me a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing me a tune	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing me something	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing me your favorite song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
Sing something	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	39
